titulo,titulo_normalizado,categoria_estimada,energia_kcal_100g,proteinas_100g,hidratos_100g,grasas_100g,grasas_saturadas_100g,azucares_100g,fibra_100g,sal_100g,energia_calculada_kcal,energia_error_pct,energia_consistente,densidad_proteica_kcal,densidad_carbohidrato_kcal,densidad_grasa_kcal,energy_source,data_quality
Refresco té verde sabor maracuyá y mango Hacendado zero,refresco té verde sabor maracuyá y mango hacendado zero,otros,2,0,0.12,0,,0.04,,0.047,0.48,3.166667,False,0,0.06,0,original,ok
Regañá Hacendado,regañá hacendado,otros,448,11.8,65,15,2.3,2.6,3.7,1.8,442.2,0.013116,True,0.026339,0.145089,0.033482,original,ok
Regañá artesana Hacendado,regañá artesana hacendado,otros,447,12,59,18,2.6,0.5,,1.6,446,0.002242,True,0.026846,0.131991,0.040268,original,ok
"Relleno fajitas pollo, pimientos y cebolla Hacendado ultracongelado","relleno fajitas pollo, pimientos y cebolla hacendado ultracongelado",proteinas,73,8.9,7,0.8,0.3,5.2,1.4,1.08,70.8,0.031073,True,0.121918,0.09589,0.010959,original,ok
Relleno para kebab con carne de pollo asado Hacendado ultracongelado,relleno para kebab con carne de pollo asado hacendado ultracongelado,proteinas,191,22.4,2.7,10,3.4,1.1,,1.9,190.4,0.003151,True,0.117277,0.014136,0.052356,original,ok
Remolacha cocida y pelada,remolacha cocida y pelada,otros,33.8,0,9.3,0.4,0,6.8,2.1,0,40.8,0.171569,False,0,0.275148,0.011834,original,ok
Remolacha en tiras Hacendado,remolacha en tiras hacendado,otros,35,1.8,6.4,0.5,0.1,5.3,0.9,1.3775,37.3,0.061662,True,0.051429,0.182857,0.014286,original,ok
Repollo liso,repollo liso,proteinas,28.2,1.4,5.5,0,0,2.8,1.4,28.2,27.6,0.021739,True,0.049645,0.195035,0,original,ok
Repollo liso partido,repollo liso partido,proteinas,28.2,1.4,5.5,0,0,2.8,1.4,28.2,27.6,0.021739,True,0.049645,0.195035,0,original,ok
Requesón mezcla Hacendado,requesón mezcla hacendado,otros,160,8.7,5.4,11.6,8.1,4.4,0,0.12,160.8,0.004975,True,0.054375,0.03375,0.0725,original,ok
Risotto de setas para microondas Hacendado ultracongelado,risotto de setas para microondas hacendado ultracongelado,otros,145,3,17,7.2,2.7,0,0.5,0.7475,144.8,0.001381,True,0.02069,0.117241,0.049655,original,ok
Rodaja de emperador Hacendado ultracongelado,rodaja de emperador hacendado ultracongelado,otros,,,,,,,,,0,,,,,,original,missing_macros
Rodaja de emperador Hacendado ultracongelado,rodaja de emperador hacendado ultracongelado,otros,277,11,21.7,16.2,3.7,1.6,1.5,402,276.6,0.001446,True,0.039711,0.078339,0.058484,original,ok
Rodaja de potón del Pacífico cocido Hacendado congelado,rodaja de potón del pacífico cocido hacendado congelado,otros,,,,,,,,,0,,,,,,original,missing_macros
Rodaja de potón del Pacífico cocido Hacendado congelado,rodaja de potón del pacífico cocido hacendado congelado,otros,277,11,21.7,16.2,3.7,1.6,1.5,402,276.6,0.001446,True,0.039711,0.078339,0.058484,original,ok
Rodaja de salmón,rodaja de salmón,otros,277,11,21.7,16.2,3.7,1.6,1.5,402,276.6,0.001446,True,0.039711,0.078339,0.058484,original,ok
Rodaja de tintorera sin piel Hacendado ultracongelada,rodaja de tintorera sin piel hacendado ultracongelada,otros,,,,,,,,,0,,,,,,original,missing_macros
Rodaja de tintorera sin piel Hacendado ultracongelada,rodaja de tintorera sin piel hacendado ultracongelada,otros,277,11,21.7,16.2,3.7,1.6,1.5,402,276.6,0.001446,True,0.039711,0.078339,0.058484,original,ok
Rodajas de atún de aleta amarilla,rodajas de atún de aleta amarilla,otros,277,11,21.7,16.2,3.7,1.6,1.5,402,276.6,0.001446,True,0.039711,0.078339,0.058484,original,ok
Rodajas de atún de aleta amarilla Hacendado congelado,rodajas de atún de aleta amarilla hacendado congelado,otros,,,,,,,,,0,,,,,,original,missing_macros
Rodajas de atún de aleta amarilla Hacendado congelado,rodajas de atún de aleta amarilla hacendado congelado,otros,277,11,21.7,16.2,3.7,1.6,1.5,402,276.6,0.001446,True,0.039711,0.078339,0.058484,original,ok
Rodajas de emperador pequeñas Hacendado ultracongeladas,rodajas de emperador pequeñas hacendado ultracongeladas,otros,,,,,,,,,0,,,,,,original,missing_macros
Rodajas de emperador pequeñas Hacendado ultracongeladas,rodajas de emperador pequeñas hacendado ultracongeladas,otros,277,11,21.7,16.2,3.7,1.6,1.5,402,276.6,0.001446,True,0.039711,0.078339,0.058484,original,ok
Rollitos primavera Hacendado ultracongelados,rollitos primavera hacendado ultracongelados,otros,131,3,23.6,2.1,0.3,0,,1.5,125.3,0.045491,True,0.022901,0.180153,0.016031,original,ok
Rollitos primavera Hacendado ultracongelados,rollitos primavera hacendado ultracongelados,otros,131,3,23.6,2.1,0.3,0,,1.5,125.3,0.045491,True,0.022901,0.180153,0.016031,original,ok
Rollo con sabor avellana Hacendado,rollo con sabor avellana hacendado,otros,366.1,3.2,95.7,3.2,0,79.6,9.6,1946.4,424.4,0.13737,True,0.008741,0.261404,0.008741,original,ok
Rollo con sabor nata Hacendado,rollo con sabor nata hacendado,otros,366.1,3.2,95.7,3.2,0,79.6,9.6,1946.4,424.4,0.13737,True,0.008741,0.261404,0.008741,original,ok
Romero Hacendado,romero hacendado,otros,302.2,6.3,50.4,7.6,3.8,0,1.2,438.2,295.2,0.023713,True,0.020847,0.166777,0.025149,original,ok
Ron añejo La Recompensa,ron añejo la recompensa,otros,,,,,,,,,0,,,,,,original,missing_macros
Ron añejo Negrita,ron añejo negrita,otros,,,,,,,,,0,,,,,,original,missing_macros
Ron blanco superior La Recompensa,ron blanco superior la recompensa,otros,107.1,2.5,11.2,5.6,2,1,0.5,336428.6,105.2,0.018061,True,0.023343,0.104575,0.052288,original,ok
Ron caribeño sabor coco Malibu,ron caribeño sabor coco malibu,otros,,,,,,,,,0,,,,,,original,missing_macros
Ron dominicano añejo Ron Barceló,ron dominicano añejo ron barceló,otros,,,,,,,,,0,,,,,,original,missing_macros
Ron viejo La Recompensa,ron viejo la recompensa,otros,107.1,2.5,11.2,5.6,2,1,0.5,336428.6,105.2,0.018061,True,0.023343,0.104575,0.052288,original,ok
Rosca jamón serrano y queso emmental Hacendado,rosca jamón serrano y queso emmental hacendado,otros,259,15.5,30,8.2,4.2,1.5,,2.065,255.8,0.01251,True,0.059846,0.11583,0.03166,original,ok
"Rosca lomo, bacón y queso emmental Hacendado","rosca lomo, bacón y queso emmental hacendado",otros,236,12.9,29,7,3.5,,,1.5725,230.6,0.023417,True,0.054661,0.122881,0.029661,original,ok
Rosegones pasta de almendras Hacendado,rosegones pasta de almendras hacendado,carbohidratos,463,10.3,61,19,5.5,26,3.8,0.48,456.2,0.014906,True,0.022246,0.131749,0.041037,original,ok
Rosquilla al cacao Hacendado,rosquilla al cacao hacendado,otros,,,,,,,,,0,,,,,,original,missing_macros
Rosquilla de cacao Caocream Hacendado,rosquilla de cacao caocream hacendado,otros,,,,,,,,,0,,,,,,original,missing_macros
Rosquillas al cacao,rosquillas al cacao,otros,,,,,,,,,0,,,,,,original,missing_macros
Rosquillas de chocolate con leche y coco Hacendado,rosquillas de chocolate con leche y coco hacendado,otros,559,5.2,52,36,21.6,26.2,3.1,0.43,552.8,0.011216,True,0.009302,0.093023,0.064401,original,ok
Rosquilletas de horno Anitin,rosquilletas de horno anitin,otros,465,9.5,64.6,18.3,2,3,,2,461.1,0.008458,True,0.02043,0.138925,0.039355,original,ok
Rosquilletas de horno saladitas Anitin,rosquilletas de horno saladitas anitin,otros,479,8.4,62,21.1,,,4.2,1.9675,471.5,0.015907,True,0.017537,0.129436,0.04405,original,ok
Rosquilletas tradicionales Hacendado,rosquilletas tradicionales hacendado,otros,486,9.2,66.9,19.8,1.9,3.7,,1.9,482.6,0.007045,True,0.01893,0.137654,0.040741,original,ok
Roti de pollo relleno de jamón y queso Hacendado,roti de pollo relleno de jamón y queso hacendado,proteinas,144,12,5.85,8.2,3.1,0.7,,2.1,145.2,0.008264,True,0.083333,0.040625,0.056944,original,ok
Rúcula lavada,rúcula lavada,otros,26,4.3,0.8,0.5,0.1,0.5,,0.46,24.9,0.044177,True,0.165385,0.030769,0.019231,original,ok
Sal 60% menos de sodio Hacendado,sal 60% menos de sodio hacendado,otros,0,0,0,0,0,0,,39.3,0,,,,,,original,suspicious_values
Sal de ajo Hacendado,sal de ajo hacendado,otros,110,0,22.2,21.7,11.1,11.1,,1666.7,284.1,0.612812,False,0,0.201818,0.197273,original,ok
Sal de ajo Hacendado,sal de ajo hacendado,otros,110,0,22.2,21.7,11.1,11.1,,1666.7,284.1,0.612812,False,0,0.201818,0.197273,original,ok
Sal de frutas sabor limón Hacendado,sal de frutas sabor limón hacendado,otros,,,,,,,,,0,,,,,,original,missing_macros
Sal fina Hacendado,sal fina hacendado,otros,110,0,22.2,21.7,11.1,11.1,,1666.7,284.1,0.612812,False,0,0.201818,0.197273,original,ok
Sal fina de mesa Hacendado,sal fina de mesa hacendado,otros,,,,,,,,,0,,,,,,original,missing_macros
Sal gruesa Hacendado,sal gruesa hacendado,otros,,,,,,,,,0,,,,,,original,missing_macros
Sal gruesa para hornear Hacendado,sal gruesa para hornear hacendado,otros,,,,,,,,,0,,,,,,original,missing_macros
Sal rosa del Himalaya Hacendado,sal rosa del himalaya hacendado,otros,110,0,22.2,21.7,11.1,11.1,,1666.7,284.1,0.612812,False,0,0.201818,0.197273,original,ok
Sal yodada fina Hacendado,sal yodada fina hacendado,otros,110,0,22.2,21.7,11.1,11.1,,1666.7,284.1,0.612812,False,0,0.201818,0.197273,original,ok
Salami extra Hacendado lonchas,salami extra hacendado lonchas,otros,462,16,5.1,42,13,5.1,,3.8,462.4,0.000865,True,0.034632,0.011039,0.090909,original,ok
Salami extra pimienta Hacendado finas lonchas,salami extra pimienta hacendado finas lonchas,otros,1403.6,102.1,0,102.1,38.2,,0,5750,1327.3,0.057485,True,0.072742,0,0.072742,original,suspicious_values
Salami montañés extra El Pozo,salami montañés extra el pozo,otros,506,17,7,45.5,15.3,4.3,,4.4,505.5,0.000989,True,0.033597,0.013834,0.089921,original,ok
Salchichas cocidas Frankfurt La Selva,salchichas cocidas frankfurt la selva,otros,165,13,0.9,12,4.6,0.9,,0.005,163.6,0.008557,True,0.078788,0.005455,0.072727,original,ok
Salchichas cocidas Hacendado de pollo y pavo sabor ahumado,salchichas cocidas hacendado de pollo y pavo sabor ahumado,proteinas,202,13.5,0.8,16,5.3,0.5,,0.005,201.2,0.003976,True,0.066832,0.00396,0.079208,original,ok
Salchichas cocidas Schara de cerdo ahumadas,salchichas cocidas schara de cerdo ahumadas,otros,238.8,14.36,0.8,19.8,6.9,0.75,,1.85,238.84,0.000167,True,0.060134,0.00335,0.082915,original,ok
Salchichas cocidas bocata Hacendado,salchichas cocidas bocata hacendado,otros,211,13.5,0.7,17,6,0.5,,1.7,209.8,0.00572,True,0.063981,0.003318,0.080569,original,ok
Salchichas cocidas bocata Hacendado de pollo y pavo sabor ahumado,salchichas cocidas bocata hacendado de pollo y pavo sabor ahumado,proteinas,202,13.5,0.8,16,5.3,0.5,,2,201.2,0.003976,True,0.066832,0.00396,0.079208,original,ok
Salchichas cocidas bocata gourmet Hacendado de cerdo sabor ahumado,salchichas cocidas bocata gourmet hacendado de cerdo sabor ahumado,otros,239.2,12.3,0.7,20.8,8.5,0.5,0,2.1,239.2,0,True,0.051421,0.002926,0.086957,original,ok
Salchichas cocidas bocata queso Hacendado,salchichas cocidas bocata queso hacendado,otros,227,14.7,1,18.3,8.6,0.5,,2.4,227.5,0.002198,True,0.064758,0.004405,0.080617,original,ok
"Salchichas cocidas con leche Campofrío de pollo, cerdo y pavo","salchichas cocidas con leche campofrío de pollo, cerdo y pavo",proteinas,199,5,3,15,5,1,,2,167,0.191617,False,0.025126,0.015075,0.075377,original,ok
Salchichas cocidas de cerdo Hacendado estilo parrillero,salchichas cocidas de cerdo hacendado estilo parrillero,otros,306,16,0.5,27,10.7,0,,2.4575,309,0.009709,True,0.052288,0.001634,0.088235,original,ok
Salchichas cocidas de cerdo estilo Bratwurst Hacendado,salchichas cocidas de cerdo estilo bratwurst hacendado,otros,289,13,2.4,25,10,0.5,7,2,286.6,0.008374,True,0.044983,0.008304,0.086505,original,ok
Salchichas cocidas estilo Frankfurt Campofrío sabor ahumado,salchichas cocidas estilo frankfurt campofrío sabor ahumado,otros,198,13,2.8,15,5,1.3,0,2.5,198.2,0.001009,True,0.065657,0.014141,0.075758,original,ok
Salchichas cocidas estilo Frankfurt Hacendado de pollo y cerdo sabor ahumado,salchichas cocidas estilo frankfurt hacendado de pollo y cerdo sabor ahumado,proteinas,201.1,11.5,5.2,14.9,4,0.5,,0.0055,200.9,0.000996,True,0.057185,0.025858,0.074092,original,ok
Salchichas cocidas estilo Frankfurt con queso Hacendado de pollo y cerdo sabor ahumado,salchichas cocidas estilo frankfurt con queso hacendado de pollo y cerdo sabor ahumado,proteinas,212,12.1,5.5,15.7,6.1,0.5,,0.0055,211.7,0.001417,True,0.057075,0.025943,0.074057,original,ok
Salchichas cocidas estilo Viena con queso Hacendado de pollo y cerdo sabor ahumado,salchichas cocidas estilo viena con queso hacendado de pollo y cerdo sabor ahumado,proteinas,256.3,14.8,1.3,21.2,8.8,0.5,,2.2,255.2,0.00431,True,0.057745,0.005072,0.082716,original,ok
Salchichas cocidas hot dog bocadillo Oscar Mayer Classic de pollo y cerdo sabor ahumado,salchichas cocidas hot dog bocadillo oscar mayer classic de pollo y cerdo sabor ahumado,proteinas,219,13,1.3,18,5.8,1,,1.9675,219.2,0.000912,True,0.059361,0.005936,0.082192,original,ok
Salchichón cular ibérico extra La Hacienda del ibérico,salchichón cular ibérico extra la hacienda del ibérico,otros,,,,,,,,,0,,,,,,original,missing_macros
Salchichón de bellota ibérico cortado a máquina,salchichón de bellota ibérico cortado a máquina,otros,,,,,,,,,0,,,,,,original,missing_macros
Salchichón de cebo ibérico cortado a máquina,salchichón de cebo ibérico cortado a máquina,otros,,,,,,,,,0,,,,,,original,missing_macros
Salchichón de pavo extra Hacendado lonchas,salchichón de pavo extra hacendado lonchas,proteinas,273,25,5,17,6.3,5,,4,273,0,True,0.091575,0.018315,0.062271,original,ok
Salchichón de pavo extra Hacendado lonchas,salchichón de pavo extra hacendado lonchas,proteinas,273,25,5,17,6.3,5,,4,273,0,True,0.091575,0.018315,0.062271,original,ok
Salchichón extra Hacendado lonchas,salchichón extra hacendado lonchas,otros,372,22,3.6,30,9.4,2.7,,3.5,372.4,0.001074,True,0.05914,0.009677,0.080645,original,ok
Salchichón extra Hacendado lonchas,salchichón extra hacendado lonchas,otros,339,25,3.6,25,,,,3.4425,339.4,0.001179,True,0.073746,0.010619,0.073746,original,ok
Salchichón extra pimienta Hacendado finas lonchas,salchichón extra pimienta hacendado finas lonchas,otros,345,25,4.9,25,9.1,4.9,,3.9,344.6,0.001161,True,0.072464,0.014203,0.072464,original,ok
Salchichón ibérico extra La Hacienda del ibérico lonchas,salchichón ibérico extra la hacienda del ibérico lonchas,otros,492.6,25.6,1.8,42.6,17.4,1.5,,3.5,493,0.000811,True,0.051969,0.003654,0.08648,original,ok
Salmorejo al estilo cordobés Hacendado,salmorejo al estilo cordobés hacendado,otros,85,1.1,5.1,6.4,0.9,2.7,,0.8,82.4,0.031553,True,0.012941,0.06,0.075294,original,ok
Salmorejo al estilo cordobés Hacendado,salmorejo al estilo cordobés hacendado,otros,85,1.1,5.1,6.4,0.9,2.7,1.3,0.002,82.4,0.031553,True,0.012941,0.06,0.075294,original,ok
Salmorejo al estilo cordobés Hacendado,salmorejo al estilo cordobés hacendado,otros,85,1.1,5.1,6.4,0.9,2.7,,0.8,82.4,0.031553,True,0.012941,0.06,0.075294,original,ok
Salmorejo al estilo cordobés Hacendado,salmorejo al estilo cordobés hacendado,otros,85,1.1,5.1,6.4,0.9,2.7,1.3,0.002,82.4,0.031553,True,0.012941,0.06,0.075294,original,ok
Salmorejo fresco Hacendado,salmorejo fresco hacendado,otros,134,1.5,9.5,10,1.4,2.1,0,0.95,134,0,True,0.011194,0.070896,0.074627,original,ok
Salmorejo fresco Hacendado,salmorejo fresco hacendado,otros,134,1.5,9.5,10,1.4,2.1,,0.95,134,0,True,0.011194,0.070896,0.074627,original,ok
Salmorejo fresco Hacendado,salmorejo fresco hacendado,otros,134,1.5,9.5,10,1.4,2.1,0,0.95,134,0,True,0.011194,0.070896,0.074627,original,ok
Salmorejo fresco Hacendado,salmorejo fresco hacendado,otros,134,1.5,9.5,10,1.4,2.1,,0.95,134,0,True,0.011194,0.070896,0.074627,original,ok
Salmón a rodajas,salmón a rodajas,otros,277,11,21.7,16.2,3.7,1.6,1.5,402,276.6,0.001446,True,0.039711,0.078339,0.058484,original,ok
Salmón abierto en libro sin cabeza y sin espina,salmón abierto en libro sin cabeza y sin espina,otros,277,11,21.7,16.2,3.7,1.6,1.5,402,276.6,0.001446,True,0.039711,0.078339,0.058484,original,ok
Salmón ahumado Hacendado,salmón ahumado hacendado,otros,277,11,21.7,16.2,3.7,1.6,1.5,402,276.6,0.001446,True,0.039711,0.078339,0.058484,original,ok
Salmón ahumado Hacendado,salmón ahumado hacendado,otros,277,11,21.7,16.2,3.7,1.6,1.5,402,276.6,0.001446,True,0.039711,0.078339,0.058484,original,ok
Salmón al natural Hacendado,salmón al natural hacendado,otros,98,12,1.3,5.2,1,0,0,1.2,100,0.02,True,0.122449,0.013265,0.053061,original,ok
Salmón con verduras Listo para Comer,salmón con verduras listo para comer,otros,144,8.1,12.3,6.6,0.9,2.1,,0.463,141,0.021277,True,0.05625,0.085417,0.045833,original,ok
Salmón marinado Hacendado,salmón marinado hacendado,otros,237,20,0.5,18,1.6,0.5,,2.6,244,0.028689,True,0.084388,0.00211,0.075949,original,ok
Salmón media pieza a rodajas,salmón media pieza a rodajas,otros,277,11,21.7,16.2,3.7,1.6,1.5,402,276.6,0.001446,True,0.039711,0.078339,0.058484,original,ok
Salmón media pieza abierto en libro sin cabeza y sin espina,salmón media pieza abierto en libro sin cabeza y sin espina,otros,277,11,21.7,16.2,3.7,1.6,1.5,402,276.6,0.001446,True,0.039711,0.078339,0.058484,original,ok
Salmón media pieza sin aletas y sin escamas,salmón media pieza sin aletas y sin escamas,otros,277,11,21.7,16.2,3.7,1.6,1.5,402,276.6,0.001446,True,0.039711,0.078339,0.058484,original,ok
Salmón sin aletas y sin escamas,salmón sin aletas y sin escamas,otros,277,11,21.7,16.2,3.7,1.6,1.5,402,276.6,0.001446,True,0.039711,0.078339,0.058484,original,ok
Salpicón de marisco Hacendado,salpicón de marisco hacendado,otros,277,11,21.7,16.2,3.7,1.6,1.5,402,276.6,0.001446,True,0.039711,0.078339,0.058484,original,ok
Salsa Barbacoa Hacendado,salsa barbacoa hacendado,otros,150,1.2,35.5,0.1,0,27.8,,1.8,147.7,0.015572,True,0.008,0.236667,0.000667,original,ok
Salsa Brasa & Sabor Hacendado,salsa brasa & sabor hacendado,otros,454,2.1,15,43,5.3,12,,2.36,455.4,0.003074,True,0.004626,0.03304,0.094714,original,ok
Salsa Burger Hacendado,salsa burger hacendado,otros,340,1.5,11.3,31.6,2.3,9.8,,1.8,335.6,0.013111,True,0.004412,0.033235,0.092941,original,ok
Salsa Cocktail Hacendado,salsa cocktail hacendado,otros,425,1,10.4,43,6.6,4.33,,0.9825,432.6,0.017568,True,0.002353,0.024471,0.101176,original,ok
Salsa César Hacendado,salsa césar hacendado,otros,342,2.3,13.5,31,4.2,7,,0.00525,342.2,0.000584,True,0.006725,0.039474,0.090643,original,ok
Salsa Gajo Rústica Hacendado,salsa gajo rústica hacendado,otros,317,0.9,3.4,32.9,6.6,1.4,,1.1,313.3,0.01181,True,0.002839,0.010726,0.103785,original,ok
Salsa Light Hacendado,salsa light hacendado,otros,292,0.8,4.7,30,5.3,,,1.67,292,0,True,0.00274,0.016096,0.10274,original,ok
Salsa Light Hacendado,salsa light hacendado,otros,294,0.7,6.5,31,4.8,3.5,,2.065,307.8,0.044834,True,0.002381,0.022109,0.105442,original,ok
Salsa Mexicana Hacendado,salsa mexicana hacendado,otros,38,1.4,6.8,0.1,0,4.1,,0.9,33.7,0.127596,True,0.036842,0.178947,0.002632,original,ok
Salsa Miel y Mostaza Hacendado,salsa miel y mostaza hacendado,otros,158,1.3,36,1.1,0.1,34,0.5,1.6,159.1,0.006914,True,0.008228,0.227848,0.006962,original,ok
Salsa Original Ligeresa,salsa original ligeresa,otros,277,0.7,9,27,4.4,2.4,,0.99,281.8,0.017033,True,0.002527,0.032491,0.097473,original,ok
Salsa Pesto con albahaca Hacendado,salsa pesto con albahaca hacendado,otros,570,5.9,7.7,57,7.3,1.4,,3,567.4,0.004582,True,0.010351,0.013509,0.1,original,ok
Salsa Piri Piri Hacendado,salsa piri piri hacendado,otros,14,0.6,0.7,0.7,0.1,0.1,1.4,5.28,11.5,0.217391,False,0.042857,0.05,0.05,original,ok
Salsa Ranch Hacendado,salsa ranch hacendado,otros,402,1.1,5.1,41.5,6.6,4.1,,2.5,398.3,0.009289,True,0.002736,0.012687,0.103234,original,ok
Salsa Teriyaki Hacendado,salsa teriyaki hacendado,otros,188,4.5,41.8,0.1,0.1,36.5,,7.4,186.1,0.01021,True,0.023936,0.22234,0.000532,original,ok
Salsa Thai Chili dulce J-Lek,salsa thai chili dulce j-lek,otros,183.3174,0.8,46,0.9,0.4,25.1,2,0,195.3,0.061355,True,0.004364,0.250931,0.00491,original,ok
Salsa Yogur Hacendado,salsa yogur hacendado,otros,257,0.8,8.7,23.9,3.1,8.3,,0.0025,253.1,0.015409,True,0.003113,0.033852,0.092996,original,ok
Salsa curry Tikka Masala Hacendado picante,salsa curry tikka masala hacendado picante,otros,151,1.9,12.8,10.2,5.2,7.3,0.8,1.3175,150.6,0.002656,True,0.012583,0.084768,0.06755,original,ok
Salsa de Queso Hacendado,salsa de queso hacendado,otros,272,4.4,14.3,21.7,4.2,3.4,,2.58,270.1,0.007034,True,0.016176,0.052574,0.079779,original,ok
Salsa de Soja Hacendado,salsa de soja hacendado,otros,74,7.5,8.3,0.1,0.1,4.3,,15.45,64.1,0.154446,False,0.101351,0.112162,0.001351,original,ok
Salsa de Soja sin gluten Hacendado,salsa de soja sin gluten hacendado,otros,57,10,2,0.5,0.1,0.1,,0.041,52.5,0.085714,True,0.175439,0.035088,0.008772,original,ok
Salsa de Trufa,salsa de trufa,otros,256,2.14,4.21,25.8,3.82,0.77,,1.25,257.6,0.006211,True,0.008359,0.016445,0.100781,original,ok
Salsa de tomate Boloñesa Hacendado,salsa de tomate boloñesa hacendado,otros,100,5.1,7.6,5.2,1.8,6.2,,1.0825,97.6,0.02459,True,0.051,0.076,0.052,original,ok
